tx_id,src_id,dst_id,amount,timestamp,description,embedding
tx_0,acc_6311,acc_6890,136.87,2024-01-01T10:00:00,grocery store purchase,0.6743215918540955|0.017299776896834373|0.06819561868906021|0.18207432329654694|0.2935827076435089|0.6876516342163086|0.48272904753685|0.6273479461669922
tx_1,acc_8376,acc_7961,459.93,2024-01-01T10:00:00,peer to peer transfer,0.16090156137943268|0.2732561230659485|0.21959015727043152|0.4473995566368103|0.17388515174388885|0.83829265832901|0.8683268427848816|0.43764132261276245
tx_2,acc_4969,acc_7808,295.86,2024-01-01T10:00:00,atm withdrawal,0.2635878324508667|0.2662586271762848|0.927009105682373|0.33075574040412903|0.7469807863235474|0.09029711782932281|0.31731194257736206|0.305392861366272
tx_3,acc_3578,acc_8268,148.1,2024-01-01T10:00:00,utility bill payment,0.4408336579799652|0.6111416816711426|0.3814198970794678|0.6590380072593689|0.418733686208725|0.9451624751091003|0.6561028957366943|0.7822333574295044
tx_4,acc_1553,acc_4104,491.56,2024-01-01T10:00:00,mortgage payment,0.5573552846908569|0.6188766956329346|0.8627217411994934|0.9868297576904297|0.4702857434749603|0.05384952574968338|0.901289165019989|0.39172452688217163
tx_5,acc_9861,acc_2407,58.39,2024-01-01T10:00:00,restaurant payment,0.030832979828119278|0.32490062713623047|0.5804141759872437|0.1175885796546936|0.5979299545288086|0.9223605394363403|0.18921682238578796|0.43932345509529114
tx_6,acc_1208,acc_5409,284.31,2024-01-01T10:00:00,insurance premium,0.8615021109580994|0.7650527954101562|0.4800516664981842|0.23587831854820251|0.6498756408691406|0.17193637788295746|0.00168524996843189|0.804945707321167
tx_7,acc_5796,acc_7113,309.33,2024-01-01T10:00:00,atm withdrawal,0.46268805861473083|0.2600424289703369|0.9825673699378967|0.547331690788269|0.675238847732544|0.9075957536697388|0.07329867035150528|0.20712801814079285
tx_8,acc_3350,acc_9052,226.92,2024-01-01T10:00:00,insurance premium,0.6738635301589966|0.2814646065235138|0.47084876894950867|0.6204584836959839|0.40064525604248047|0.986594021320343|0.8977948427200317|0.32779568433761597
tx_9,acc_8541,acc_4267,404.46,2024-01-01T10:00:00,grocery store purchase,0.7752447128295898|0.3439868986606598|0.4335545599460602|0.8444654941558838|0.35020118951797485|0.4976704716682434|0.9227266311645508|0.7534816265106201
tx_10,acc_8989,acc_230,362.66,2024-01-01T10:00:00,salary deposit,0.24203670024871826|0.3928450047969818|0.46038684248924255|0.9660403728485107|0.9366292357444763|0.9470530152320862|0.6144802570343018|0.749428927898407
tx_11,acc_6534,acc_18,251.85,2024-01-01T10:00:00,investment deposit,0.41621193289756775|0.004470118321478367|0.40288031101226807|0.8438242673873901|0.801759660243988|0.745190441608429|0.8787575364112854|0.3252868056297302
